     Enzyme Name to Reaction Mapping Report
     ======================================

 This report describes the results of using the gene product
 EC numbers, GO terms, and enzyme names in your input file(s) to assign
 enzymes to reaction activities.

 When a protein function name (i.e., one of the gene product name strings from your
 input file) matches an entry in the reference database (e.g., MetaCyc), there are two 
 possibilities:

 - It is an unambiguous match, for which the corresponding Enzymatic-Reaction
   connection has been created automatically (in all other cases,
   no connection is created, and the decision is left to the user).

 - It is an ambiguous match, meaning that more than one biochemical
   reaction has been identified using that enzyme name from the
   different sources that went into building our name mapping database.
   These cases should be examined by the user to resolve
   the ambiguities, and to create the Enzymatic-Reaction connections.

 When the function name does not match anything in the mapping database,
 the user should try to perform selected substring searches, to potentially
 find correspondences that the automatic string matching missed.
 The non-matches that appear to be probable enzymes are identified in this 
 report to aid the user in refining their input file for a subsequent run.

 Please see the PathoLogic documentation for more information on how to 
 refine your input file to achieve a higher number of matches.
 

 Summary:
 -------

Number of polypeptides assigned to reactions by EC number, enzyme name, and/or GO term: 1139
Ambiguous enzyme matches: 252

No EC#, GO Term, or Function-Name Matches: Total (polypeptides): 6063
   -probable metabolic enzymes: 497



Unambiguous reaction assignments: (1139 cases)
---------------------------------------------
EG50003-MONOMER                         Name Match     acyl carrier protein                                RXN-17155
          ("3.2.1.23" "3.2.1.23" "3.2.1.23/3.2.1.108" "3.2.1.23" "3.2.1.23" "5.4.1.-" "3.2.1.23")
G18UT-21767-MONOMER "putative cellulose 1,4-beta-cellobiosidase"
          (RXN-12289 3.2.1.91-RXN RXN-12420)
          ("3.2.1.-" "3.2.1.91" "3.2.1.176")
G18UT-21758-MONOMER "Beta-glucosidase"
          (RXN-10769 RXN-14179 RXN-13603 RXN-10773 RXN-5341 RXN-13600 RXN-9674 RXN-13602 RXN-8036 3.2.1.74-RXN 3.2.1.21-RXN)
          ("3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.21" "3.2.1.74" "3.2.1.21")
G18UT-21695-MONOMER "Formate dehydrogenase chain D"
          (FORMATE-DEHYDROGENASE-CYTOCHROME-RXN RXN0-3281 FORMATE-DEHYDROGENASE-NADP+-RXN RXN-12274 1.2.1.2-RXN FORMATEDEHYDROG-RXN)
          ("1.2.2.1" "1.1.99.33" "1.2.1.43" "no EC number" "1.2.1.2" "1.1.5.6")
G18UT-21614-MONOMER "Phytoene synthase"
          (RXN-12245 RXNARA-8002 2.5.1.32-RXN)
          ("no EC number" "no EC number" "no EC number")
G18UT-21613-MONOMER "Phytoene synthase"
          (RXN-12245 RXNARA-8002 2.5.1.32-RXN)
          ("no EC number" "no EC number" "no EC number")
G18UT-21598-MONOMER "putative enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-21579-MONOMER "Enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-21577-MONOMER "Butyryl-CoA dehydrogenase"
          (RXN-13449 RXN-11726 BUTYRYL-COA-DEHYDROGENASE-RXN)
          ("1.3.8.1" "1.3.1.86" "1.3.8.1")
G18UT-21572-MONOMER "Endonuclease V"
          (3.2.2.17-RXN 3.1.21.7-RXN)
          ("3.2.2.17" "3.1.21.7")
G18UT-19328-MONOMER "Arginine decarboxylase"
          (ARGININE-2-MONOOXYGENASE-RXN ARGDECARBOX-RXN)
          ("1.13.12.1" "4.1.1.19")
G18UT-19344-MONOMER "Butyryl-CoA dehydrogenase"
          (RXN-13449 RXN-11726 BUTYRYL-COA-DEHYDROGENASE-RXN)
          ("1.3.8.1" "1.3.1.86" "1.3.8.1")
G18UT-21457-MONOMER "Glycerate kinase"
          (GKI-RXN GLY3KIN-RXN)
          ("2.7.1.165" "2.7.1.31")
G18UT-21372-MONOMER "3-oxoacyl-[acyl-carrier-protein] synthase III family protein"
          (3-OXOACYL-ACP-SYNTH-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN RXN1G-460)
          ("2.3.1.41/2.3.1.85/2.3.1.86" "2.3.1.41/2.3.1.85/2.3.1.86" "2.3.1.41")
G18UT-21360-MONOMER "Enoyl-[acyl-carrier-protein] reductase"
          (RXN-9663 RXN1G-395 RXN-9660 RXN0-2145 RXN-9657 RXN-16632 RXN1G-526 RXN-10657 RXN-16620 RXN-11478 RXN-9661 RXN-9658 RXN-10661 RXN-9558 RXN-11482 RXN-9635 RXN1G-488 RXN-16624 RXN-10062 RXN-9662 ENOYL-ACP-REDUCT-NADH-RXN RXN-9659 RXN-16628 1.3.1.9-RXN ENOYL-ACP-REDUCT-NADPH-RXN)
          ("1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.10/1.3.1.39/1.3.1.104/2.3.1.85/2.3.1.86")
G18UT-21352-MONOMER "Amidase"
          (GUANIDINOBUTANAMIDE-NH3-RXN RXN-14727 RXNN-404 AMIDASE-RXN RXN-14728 R311-RXN NICOTINAMID-RXN)
          ("3.5.1.4" "3.5.1.4" "3.5.1.4" "3.5.1.4" "3.5.1.4" "3.5.1.4" "3.5.1.19")
G18UT-21320-MONOMER "Gamma-glutamyltranspeptidase"
          (GAMMA-GLUTAMYLTRANSFERASE-RXN RXN-6601 RXN-6641)
          ("2.3.2.2" "2.3.2.2" "3.4.19.9")
G18UT-21277-MONOMER "Enoyl-[acyl-carrier-protein] reductase"
          (RXN-9663 RXN1G-395 RXN-9660 RXN0-2145 RXN-9657 RXN-16632 RXN1G-526 RXN-10657 RXN-16620 RXN-11478 RXN-9661 RXN-9658 RXN-10661 RXN-9558 RXN-11482 RXN-9635 RXN1G-488 RXN-16624 RXN-10062 RXN-9662 ENOYL-ACP-REDUCT-NADH-RXN RXN-9659 RXN-16628 1.3.1.9-RXN ENOYL-ACP-REDUCT-NADPH-RXN)
          ("1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.10/1.3.1.39/1.3.1.104/2.3.1.85/2.3.1.86")
G18UT-21262-MONOMER "Hydantoin racemase"
          (RXN-9387 RXN-9781)
          ("no EC number" "5.1.99.5")
G18UT-19104-MONOMER "Phosphoglycerate mutase"
          (RXN-15513 BISPHOSPHOGLYCERATE-PHOSPHATASE-RXN 3PGAREARR-RXN)
          ("5.4.2.11" "3.1.3.13" "5.4.2.12")
G18UT-21132-MONOMER "Butyryl-CoA dehydrogenase"
          (RXN-13449 RXN-11726 BUTYRYL-COA-DEHYDROGENASE-RXN)
          ("1.3.8.1" "1.3.1.86" "1.3.8.1")
G18UT-21127-MONOMER "3-hydroxyacyl-CoA dehydrogenase"
          (RXN-14271 1.1.1.211-RXN RXN-16559 RXN0-2044 RXN-16133 RXN-12750 RXN-14275 RXN-12570 RXN-11662 RXN-12705 RXN-12490 RXN-905 RXN-14798 RXN-10698 RXN-14393 RXN-14773 RXN-14787 RXN-10702 RXN-14792 LONG-CHAIN-ENOYL-COA-HYDRATASE-RXN RXN66-485 RXN-10703 RXN-14802 OHACYL-COA-DEHYDROG-RXN RXN-11245)
          ("1.1.1.211" "1.1.1.211" "1.1.1.211" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "no EC number" "1.1.1.-" "1.1.1.35" "1.1.1.211" "1.1.1.-" "1.1.1.-" "1.1.1.35" "1.1.1.-" "4.2.1.74" "1.1.1.-" "1.1.1.35" "1.1.1.-" "1.1.1.35" "1.1.1.35")
G18UT-19016-MONOMER "NADH dehydrogenase"
          (NADH-DEHYDROGENASE-RXN NADH-DEHYDROG-A-RXN RXN0-5330)
          ("1.6.99.3" "1.6.5.3" "1.6.5.9")
G18UT-21068-MONOMER "probable haloalkane dehalogenase"
          (ALKYLHALIDASE-RXN LINB1-RXN LINB2-RXN DHLAXANAU-RXN HALOALKANE-DEHALOGENASE-RXN)
          ("3.8.1.1" "3.8.1.5" "3.8.1.5" "3.8.1.5" "3.8.1.5")
G18UT-21065-MONOMER "Monoamine oxidase"
          (RXN-10908 RXN-1 RXN-10817 RXN-10778 RXN6666-4 RXN-10913 RXN-10910 RXN-11067 RXN-10907 RXN-1401 RXN-5821 AMINEPHEN-RXN AMINEOXID-RXN RXN-9598)
          ("1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.4" "1.4.3.21" "1.4.3.21" "1.4.3.4")
G18UT-21054-MONOMER "putative dipeptidase"
          (RXN-15682 3.4.13.21-RXN)
          ("3.4.13.19" "3.4.13.21")
G18UT-21035-MONOMER "Peptide methionine sulfoxide reductase MsrB"
          (1.8.4.12-RXN RXN-8668)
          ("1.8.4.12" "1.8.4.11")
G18UT-20990-MONOMER "3-ketoacyl-CoA thiolase"
          (RXN-14274 RXN-10699 RXN-12710 RXN-11246 RXN-16137 RXN-10700 RXN-14268 RXN-12565 RXN-10701 RXN-17116 RXN-13617 RXN-14277 RXN-14788 RXN-14793 RXN-14394 RXN-14803 2.3.1.176-RXN RXN-14799 RXN-14774 RXN-9850 RXN-2006 KETOACYLCOATHIOL-RXN)
          ("2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.16" "2.3.1.176" "2.3.1.16" "2.3.1.16" "2.3.1.176" "no EC number" "2.3.1.16")
G18UT-20965-MONOMER "Enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-20961-MONOMER "Arginine deiminase"
          (PROTEIN-ARGININE-DEIMINASE-RXN ARGININE-DEIMINASE-RXN)
          ("3.5.3.15" "3.5.3.6")
G18UT-19247-MONOMER "D-alanyl-D-alanine carboxypeptidase"
          (RXN-11065 RXN-16659 RXN-11302 RXN-11351 3.4.17.8-RXN 3.4.17.14-RXN RXN-16649 3.4.16.4-RXN)
          ("3.4.16.4" "3.4.16.4" "3.4.16.4" "3.4.16.4" "3.4.17.8" "3.4.17.14" "3.4.16.4" "3.4.16.4")
G18UT-19245-MONOMER "Enoyl-[acyl-carrier-protein] reductase"
          (RXN-9663 RXN1G-395 RXN-9660 RXN0-2145 RXN-9657 RXN-16632 RXN1G-526 RXN-10657 RXN-16620 RXN-11478 RXN-9661 RXN-9658 RXN-10661 RXN-9558 RXN-11482 RXN-9635 RXN1G-488 RXN-16624 RXN-10062 RXN-9662 ENOYL-ACP-REDUCT-NADH-RXN RXN-9659 RXN-16628 1.3.1.9-RXN ENOYL-ACP-REDUCT-NADPH-RXN)
          ("1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.9" "1.3.1.10/1.3.1.39/1.3.1.104/2.3.1.85/2.3.1.86")
G18UT-20747-MONOMER "2-methylcitrate dehydratase"
          (RXN-8979 2-METHYLCITRATE-DEHYDRATASE-RXN)
          ("4.2.1.117" "4.2.1.79")
G18UT-20742-MONOMER "Dihydropteroate synthase"
          (RXN-10009 RXN-15734 H2PTEROATESYNTH-RXN)
          ("2.5.1.105" "2.5.1.105" "2.5.1.15")
G18UT-20741-MONOMER "Enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-20738-MONOMER "Branched-chain acyl-CoA dehydrogenase"
          (2-MEBUCOA-FAD-RXN 2-METHYLACYL-COA-DEHYDROGENASE-RXN)
          ("1.3.99.12" "1.3.8.5")
G18UT-18999-MONOMER "possible diacylglycerol kinase, catalytic region"
          (RXN-15091 RXN-12959 DIACYLGLYKIN-RXN)
          ("2.7.1.174" "2.7.1.174" "2.7.1.107")
G18UT-20676-MONOMER "Topoisomerase IV subunit A"
          (5.99.1.3-RXN 5.99.1.2-RXN)
          ("5.99.1.3" "5.99.1.2")
G18UT-20667-MONOMER "Topoisomerase IV subunit B"
          (5.99.1.3-RXN 5.99.1.2-RXN)
          ("5.99.1.3" "5.99.1.2")
G18UT-20651-MONOMER "phosphoglycerate mutase"
          (RXN-15513 BISPHOSPHOGLYCERATE-PHOSPHATASE-RXN 3PGAREARR-RXN)
          ("5.4.2.11" "3.1.3.13" "5.4.2.12")
G18UT-20647-MONOMER "Ribonucleotide reductase of class II (coenzyme B12-dependent)"
          (RXN0-745 RXN0-746 1.17.4.2-RXN RXN0-723 RXN0-724 RXN0-748 RXN0-722 RIBONUCLEOSIDE-DIP-REDUCTII-RXN ADPREDUCT-RXN UDPREDUCT-RXN RXN0-747 GDPREDUCT-RXN RIBONUCLEOSIDE-TRIP-REDUCT-RXN CDPREDUCT-RXN RIBONUCLEOSIDE-DIP-REDUCTI-RXN)
          ("1.17.4.2" "1.17.4.2" "1.17.4.2" "1.17.4.2" "1.17.4.2" "1.17.4.1" "1.17.4.1" "1.17.4.1" "1.17.4.1" "1.17.4.1" "1.17.4.1" "1.17.4.1" "no EC number" "1.17.4.1" "1.17.4.1")
G18UT-20635-MONOMER "putative protease"
          (3.4.21.83-RXN 3.4.21.92-RXN 3.4.24.55-RXN 3.4.21.87-RXN)
          ("3.4.21.83" "3.4.21.92" "3.4.24.55" "3.4.23.49")
G18UT-20616-MONOMER "Hydantoin racemase"
          (RXN-9387 RXN-9781)
          ("no EC number" "5.1.99.5")
G18UT-19182-MONOMER "Nitrilotriacetate monooxygenase component B"
          (RXN-9510 RXN-9508)
          ("1.5.1.42" "1.14.14.10")
G18UT-20506-MONOMER "Butyryl-CoA dehydrogenase"
          (RXN-13449 RXN-11726 BUTYRYL-COA-DEHYDROGENASE-RXN)
          ("1.3.8.1" "1.3.1.86" "1.3.8.1")
G18UT-20505-MONOMER "aldehyde dehydrogenase family protein"
          (RXN-37 1.2.99.7-RXN RXN-12000 ACETALD-DEHYDROG-RXN RXN66-3 SUCCGLUALDDEHYD-RXN ALDHDEHYDROG-RXN R222-RXN ALDEHYDE-DEHYDROGENASE-NADP+-RXN)
          ("1.2.1.3" "1.2.99.7" "1.2.1.-" "1.2.1.10" "1.2.1.3" "1.2.1.71" "1.2.1.3" "1.2.1.3" "1.2.1.4")
G18UT-19232-MONOMER "5,10-methylenetetrahydrofolate reductase"
          (RXN-5061 1.5.1.20-RXN)
          ("1.5.7.1" "1.5.1.20")
G18UT-20419-MONOMER "Dihydroxyacetone kinase family protein"
          (2.7.1.121-RXN GLYCERONE-KINASE-RXN)
          ("2.7.1.121" "2.7.1.29")
G18UT-20412-MONOMER "Glycerol-3-phosphate dehydrogenase"
          (RXN-15740 RXN-15745 GLYC3PDEHYDROGBIOSYN-RXN RXN0-5260 1.1.1.8-RXN)
          ("1.1.5.3" "1.1.5.3" "1.1.1.94" "1.1.5.3" "1.1.1.8")
G18UT-20398-MONOMER "2-haloalkanoic acid dehalogenase"
          (RXN-15138 2-HALOACID-DEHALOGENASE-RXN RXN-6264 RXN-6263 3.8.1.11-RXN)
          ("3.8.1.2" "3.8.1.2/3.8.1.10" "3.8.1.9/3.8.1.10" "3.8.1.11" "3.8.1.11")
G18UT-20330-MONOMER "Quinone oxidoreductase"
          (NQOR-RXN QOR-RXN)
          ("1.6.5.2" "1.6.5.5")
G18UT-20320-MONOMER "DNA ligase"
          (DNA-LIGASE-ATP-RXN DNA-LIGASE-NAD+-RXN)
          ("6.5.1.1/6.5.1.6/6.5.1.7" "6.5.1.2/6.5.1.6")
G18UT-20271-MONOMER "Enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-20252-MONOMER "Trehalose synthase"
          (RXN-9613 RXN-4441 RXN-9603 5.4.99.16-RXN)
          ("no EC number" "2.4.1.231" "2.4.1.245" "5.4.99.16")
G18UT-20234-MONOMER "6-phosphofructokinase"
          (2.7.1.90-RXN 6PFRUCTPHOS-RXN)
          ("2.7.1.90" "2.7.1.11")
G18UT-20100-MONOMER "signal peptidase protein"
          (3.4.21.89-RXN 3.4.23.36-RXN)
          ("3.4.21.89" "3.4.23.36")
G18UT-20075-MONOMER "putative secreted protease"
          (3.4.21.83-RXN 3.4.21.92-RXN 3.4.24.55-RXN 3.4.21.87-RXN)
          ("3.4.21.83" "3.4.21.92" "3.4.24.55" "3.4.23.49")
G18UT-19761-MONOMER "Alcohol dehydrogenase"
          (RXN-7706 RXN-7700 RXN-10915 RXN-7693 RXN-5424 RXN-13198 RXN66-478 RXN-7657 RXN-7694 RXN3O-4113 RXN-10911 RXN-11335 RXN-12448 RXN-11333 RXN-11039 RXN-10781 RXN-11332 ALCOHOL-DEHYDROG-RXN ALCOHOL-DEHYDROG-GENERIC-RXN)
          ("1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.1.1" "1.1.9.1" "1.1.1.1" "1.1.2.8" "1.1.5.5" "1.1.1.1" "1.1.2.7" "1.1.1.1" "1.1.1.1")
G18UT-19461-MONOMER "NADH-ubiquinone oxidoreductase chain I"
          (NADH-DEHYDROG-A-RXN RXN0-5330)
          ("1.6.5.3" "1.6.5.9")
G18UT-18879-MONOMER "putative protease"
          (3.4.21.83-RXN 3.4.21.92-RXN 3.4.24.55-RXN 3.4.21.87-RXN)
          ("3.4.21.83" "3.4.21.92" "3.4.24.55" "3.4.23.49")
G18UT-19992-MONOMER "NADH pyrophosphatase"
          (NADPYROPHOSPHAT-RXN RXN0-4401)
          ("3.6.1.22" "3.6.1.9")
G18UT-19949-MONOMER "putative protease"
          (3.4.21.83-RXN 3.4.21.92-RXN 3.4.24.55-RXN 3.4.21.87-RXN)
          ("3.4.21.83" "3.4.21.92" "3.4.24.55" "3.4.23.49")
G18UT-18736-MONOMER "Aldehyde dehydrogenase, PaaZ"
          (RXN-37 1.2.99.7-RXN RXN-12000 ACETALD-DEHYDROG-RXN RXN66-3 SUCCGLUALDDEHYD-RXN ALDHDEHYDROG-RXN R222-RXN ALDEHYDE-DEHYDROGENASE-NADP+-RXN)
          ("1.2.1.3" "1.2.99.7" "1.2.1.-" "1.2.1.10" "1.2.1.3" "1.2.1.71" "1.2.1.3" "1.2.1.3" "1.2.1.4")
G18UT-18735-MONOMER "3-hydroxybutyryl-CoA dehydrogenase precursor"
          (3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN RXN-11245 RXN0-2044 RXN-10702 RXN-16133 RXN-12750 RXN-14275 RXN-10703 RXN-12570 OHACYL-COA-DEHYDROG-RXN RXN-12705 RXN-10698 RXN-12490 RXN-5901 RXN-11662)
          ("1.1.1.157" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.35" "1.1.1.36" "1.1.1.35")
G18UT-18763-MONOMER "Anthranilate synthase"
          (PRTRANS-RXN ANTHRANSYN-RXN)
          ("2.4.2.18" "4.1.3.27")
G18UT-18726-MONOMER "putative quinone oxidoreductase"
          (NQOR-RXN QOR-RXN)
          ("1.6.5.2" "1.6.5.5")
G18UT-18713-MONOMER "Pyruvate dehydrogenase E1 component beta subunit"
          (RXN-11496 RXN0-1132 RXN0-1133 RXN0-1134 PYRUVDEH-RXN)
          ("1.2.5.1" "1.8.1.4" "2.3.1.12" "1.2.4.1" "1.2.1.-")
G18UT-18697-MONOMER "putative aminopeptidase"
          (RXN0-5052 3.4.11.2-RXN 3.4.11.1-RXN RXN0-5204)
          ("3.4.11.-" "3.4.11.2" "3.4.11.1" "3.4.11.23")
G18UT-18617-MONOMER "coproporphyrinogen III oxidase"
          (HEMN-RXN RXN0-1461)
          ("1.3.99.22" "1.3.3.3")
G18UT-18608-MONOMER "NADH dehydrogenase"
          (NADH-DEHYDROGENASE-RXN NADH-DEHYDROG-A-RXN RXN0-5330)
          ("1.6.99.3" "1.6.5.3" "1.6.5.9")
G18UT-19944-MONOMER "Enoyl-CoA hydratase"
          (RXN-14786 RXN-14794 RXN-14778 RXN-14791 RXN-14772 RXN-10705 RXN-7838 RXN-17114 RXN-10697 RXN-13616 RXN0-6513 RXN-14276 TIGLYLCOA-HYDROXY-RXN RXN-10704 RXN-11244 RXN-16135 RXN-14266 METHYLGLUTACONYL-COA-HYDRATASE-RXN RXN-902 METHYLACYLYLCOA-HYDROXY-RXN ENOYL-COA-HYDRAT-RXN RXN0-5393 RXN-11667 RXN-7699)
          ("4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.119" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.17" "4.2.1.18" "no EC number" "4.2.1.17" "4.2.1.17" "no EC number" "4.2.1.150" "4.2.1.119")
G18UT-19871-MONOMER "putative NADH dehydrogenase or NAD(P)H nitroreductase"
          (NADH-DEHYDROGENASE-RXN NADH-DEHYDROG-A-RXN RXN0-5330)
          ("1.6.99.3" "1.6.5.3" "1.6.5.9")
G18UT-19811-MONOMER "Phosphoenolpyruvate carboxykinase"
          (4.1.1.38-RXN 4.1.1.32-RXN RXN-12481 PEPCARBOXYKIN-RXN)
          ("4.1.1.38" "4.1.1.32" "4.1.1.32" "4.1.1.49")
G18UT-19651-MONOMER "Malate dehydrogenase"
          (MALATE-DEHYDROGENASE-ACCEPTOR-RXN MALIC-NADP-RXN 1.1.1.39-RXN RXN-10813 MALATE-DEH-RXN)
          ("1.1.5.4" "1.1.1.40" "1.1.1.38/1.1.1.39" "1.1.1.299" "1.1.1.37")
G18UT-19733-MONOMER "Aldehyde dehydrogenase"
          (RXN-37 1.2.99.7-RXN RXN-12000 ACETALD-DEHYDROG-RXN RXN66-3 SUCCGLUALDDEHYD-RXN ALDHDEHYDROG-RXN R222-RXN ALDEHYDE-DEHYDROGENASE-NADP+-RXN)
          ("1.2.1.3" "1.2.99.7" "1.2.1.-" "1.2.1.10" "1.2.1.3" "1.2.1.71" "1.2.1.3" "1.2.1.3" "1.2.1.4")
G18UT-18590-MONOMER "Arsenate reductase"
          (RXN-7002 RXN-982)
          ("no EC number" "1.20.4.1")
G18UT-19460-MONOMER "NADH-ubiquinone oxidoreductase chain H"
          (NADH-DEHYDROG-A-RXN RXN0-5330)
          ("1.6.5.3" "1.6.5.9")
G18UT-19732-MONOMER "aldehyde dehydrogenase"
